,name of company,college name,region,year
2691,Halliburton Offshore Services Inc,Vishwakarma Institute of Technology,Pune,2018
2692,Pubmatic,Vishwakarma Institute of Technology,Pune,2018
2693,Armacell India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2694,Harman International,Vishwakarma Institute of Technology,Pune,2018
2695,Rakuten,Vishwakarma Institute of Technology,Pune,2018
2696,Arxxus Technologies Ind Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2697,Helium Consulting Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2698,Rathivessels And Systems,Vishwakarma Institute of Technology,Pune,2018
2699,Audience Science India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2700,Hoonnar Tech,Vishwakarma Institute of Technology,Pune,2018
2701,Renishaw,Vishwakarma Institute of Technology,Pune,2018
2702,Auttomic Labs,Vishwakarma Institute of Technology,Pune,2018
2703,ILSI Group,Vishwakarma Institute of Technology,Pune,2018
2704,Rieco Industries Ltd,Vishwakarma Institute of Technology,Pune,2018
2705,Avalara,Vishwakarma Institute of Technology,Pune,2018
2706,India Bulls,Vishwakarma Institute of Technology,Pune,2018
2707,Savi Soft,Vishwakarma Institute of Technology,Pune,2018
2708,Bauer Kompressoren India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2709,Informatica,Vishwakarma Institute of Technology,Pune,2018
2710,Bentley Systems,Vishwakarma Institute of Technology,Pune,2018
2711,Inopen Technologies,Vishwakarma Institute of Technology,Pune,2018
2712,Soft Link,Vishwakarma Institute of Technology,Pune,2018
2713,Belzabar Design India Software Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2714,Jacobs,Vishwakarma Institute of Technology,Pune,2018
2715,Sokrati Technologies,Vishwakarma Institute of Technology,Pune,2018
2716,BGR Energy Systems,Vishwakarma Institute of Technology,Pune,2018
2717,Jamna Auto Industries Ltd,Vishwakarma Institute of Technology,Pune,2018
2718,SQR Infotech,Vishwakarma Institute of Technology,Pune,2018
2719,Bitwise Solutions Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2720,JP Morgan Chase,Vishwakarma Institute of Technology,Pune,2018
2721,Steria,Vishwakarma Institute of Technology,Pune,2018
2722,Black & Veatch,Vishwakarma Institute of Technology,Pune,2018
2723,Jubiliant,Vishwakarma Institute of Technology,Pune,2018
2724,Survik Software Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2725,Blue Star,Vishwakarma Institute of Technology,Pune,2018
2726,Kalyani Forge Ltd,Vishwakarma Institute of Technology,Pune,2018
2727,Swift Infocom (India) Pvt.Ltd.,Vishwakarma Institute of Technology,Pune,2018
2728,Borm Bruckmeier Infotech India Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
2729,Knightfrank India Ltd,Vishwakarma Institute of Technology,Pune,2018
2730,Symphony Technologies,Vishwakarma Institute of Technology,Pune,2018
2731,Bosch Chassis Systems India Ltd,Vishwakarma Institute of Technology,Pune,2018
2732,Kolte Patil Developers Ltd.,Vishwakarma Institute of Technology,Pune,2018
2733,Syntel,Vishwakarma Institute of Technology,Pune,2018
2734,Bristle Cone,Vishwakarma Institute of Technology,Pune,2018
2735,KPIT,Vishwakarma Institute of Technology,Pune,2018
2736,Tata Autocomp Systems Ltd,Vishwakarma Institute of Technology,Pune,2018
2737,Burckhardt Compression,Vishwakarma Institute of Technology,Pune,2018
2738,L & T IES,Vishwakarma Institute of Technology,Pune,2018
2739,Tetra Pak India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2740,Cadence Design Systems  ,Vishwakarma Institute of Technology,Pune,2018
2741,Levia Technologies,Vishwakarma Institute of Technology,Pune,2018
2742,Techniche Engg Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
2743,Caparo,Vishwakarma Institute of Technology,Pune,2018
2744,L'OR'EAL India pvt ltd,Vishwakarma Institute of Technology,Pune,2018
2745,Third I Technosoft Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2746,CDK Global,Vishwakarma Institute of Technology,Pune,2018
2747,Magna Steyr,Vishwakarma Institute of Technology,Pune,2018
2748,THOROGOOD ASSOCIATES,Vishwakarma Institute of Technology,Pune,2018
2749,Cisco,Vishwakarma Institute of Technology,Pune,2018
2750,Magnetimarelli,Vishwakarma Institute of Technology,Pune,2018
2751,Titan,Vishwakarma Institute of Technology,Pune,2018
2752,Crest Premedia Solutions Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2753,Maruti Udyog,Vishwakarma Institute of Technology,Pune,2018
2754,Trans Engineers,Vishwakarma Institute of Technology,Pune,2018
2755,Confluxsys Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2756,Marvell Semiconductor,Vishwakarma Institute of Technology,Pune,2018
2757,VA Tech Wabag,Vishwakarma Institute of Technology,Pune,2018
2758,Cyberoam Technologies Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2759,Master Card,Vishwakarma Institute of Technology,Pune,2018
2760,Veda Engineering Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2761,Cypress,Vishwakarma Institute of Technology,Pune,2018
2762,Mithi Software,Vishwakarma Institute of Technology,Pune,2018
2763,Versatile Equipments Pvt. Ltd.,Vishwakarma Institute of Technology,Pune,2018
2764,Digiapt Software Technologies Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
2765,MUSCO Stampings (Mahindra),Vishwakarma Institute of Technology,Pune,2018
2766,Vertex Software,Vishwakarma Institute of Technology,Pune,2018
2767,DLF Utilities Ltd,Vishwakarma Institute of Technology,Pune,2018
2768,Manhatten,Vishwakarma Institute of Technology,Pune,2018
2769,Vertis Microsystems ,Vishwakarma Institute of Technology,Pune,2018
2770,Einfochips Ltd,Vishwakarma Institute of Technology,Pune,2018
2771,Must Garments,Vishwakarma Institute of Technology,Pune,2018
2772,Vignet It Solution,Vishwakarma Institute of Technology,Pune,2018
2773,EMTEC,Vishwakarma Institute of Technology,Pune,2018
2774,Navin Fluorine International Limited,Vishwakarma Institute of Technology,Pune,2018
2775,Vu Clip,Vishwakarma Institute of Technology,Pune,2018
2776,FAB,Vishwakarma Institute of Technology,Pune,2018
2777,Neeyamo,Vishwakarma Institute of Technology,Pune,2018
2778,Walchand Nagar Industries,Vishwakarma Institute of Technology,Pune,2018
2779,Fiat,Vishwakarma Institute of Technology,Pune,2018
2780,Neilsoft Ltd,Vishwakarma Institute of Technology,Pune,2018
2781,Welkin It Services Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2782,FinIQ Consulting (India) Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2783,Nelco Water,Vishwakarma Institute of Technology,Pune,2018
2784,Welspun,Vishwakarma Institute of Technology,Pune,2018
2785,Flextronics Technologies India Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
2786,Optra Systems,Vishwakarma Institute of Technology,Pune,2018
2787,Wipro (VLSI),Vishwakarma Institute of Technology,Pune,2018
2788,FORD,Vishwakarma Institute of Technology,Pune,2018
2789,Oracle CGBU,Vishwakarma Institute of Technology,Pune,2018
2790,Xoriant,Vishwakarma Institute of Technology,Pune,2018
2791,Future Supply Chain Solutions Ltd,Vishwakarma Institute of Technology,Pune,2018
2792,Oracle (PGBU),Vishwakarma Institute of Technology,Pune,2018
2793,Zuari,Vishwakarma Institute of Technology,Pune,2018
2794,Gallup,Vishwakarma Institute of Technology,Pune,2018
2795,"Oriental Rubber Industries Ltd, Pune",Vishwakarma Institute of Technology,Pune,2018
2796,2 Coms Consulting Pvt. Ltd.,Vishwakarma Institute of Technology,Pune,2018
2797,STOAMIGO  INTERNATIONAL  LLC,Bharati Vidyapeeth College of Engineering,Pune,2016
2798,SNOWIAN  EPICURE PVT  LTD,Bharati Vidyapeeth College of Engineering,Pune,2016
2799,FLEXTRONICS  TECHNOLOGIES  PVT.LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2800,FLEXTRONICS  TECHNOLOGIES  PVT.LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2801,FIZDI  ECOMMERCE  PVT. LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2802,IT CUBE  SOLUTIONS PVT.  LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2803,SYSTEM  CONSULTANT  INFORMATION  INDIA PVT.LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2804,VYOM LABS PVT  LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2805,DISCREET  SOLUTION PVT.  LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2806,PROTO  TECHNOLOGY  SOLUTION,Bharati Vidyapeeth College of Engineering,Pune,2016
2807,LCUBE  Innovations,Bharati Vidyapeeth College of Engineering,Pune,2017
2808,MPHASIS,Bharati Vidyapeeth College of Engineering,Pune,2017
2809,GE,Bharati Vidyapeeth College of Engineering,Pune,2017
2810,HCL,Bharati Vidyapeeth College of Engineering,Pune,2017
2811,CAPCO,Bharati Vidyapeeth College of Engineering,Pune,2017
2812,OPULENT,Bharati Vidyapeeth College of Engineering,Pune,2017
2813,IDEA,Bharati Vidyapeeth College of Engineering,Pune,2016
2814,LOBO STAFFING  SOL,Bharati Vidyapeeth College of Engineering,Pune,2016
2815,VIBRANTMINDS  TRCHNOLOGIES,Bharati Vidyapeeth College of Engineering,Pune,2016
2816,TECH BUZZ,Bharati Vidyapeeth College of Engineering,Pune,2016
2817,REPAIR EASYSIN,Bharati Vidyapeeth College of Engineering,Pune,2016
2818,MIRAI HEALTH,Bharati Vidyapeeth College of Engineering,Pune,2016
2819,OSBORNE  PEREIRA,Bharati Vidyapeeth College of Engineering,Pune,2016
2820,KPIT,Bharati Vidyapeeth College of Engineering,Pune,2016
2821,SSLIDDHEY,Bharati Vidyapeeth College of Engineering,Pune,2016
2822,PROFOUND  EDUTECH  PVT.LTD,Bharati Vidyapeeth College of Engineering,Pune,2016
2823,DOODLE,Bharati Vidyapeeth College of Engineering,Pune,2016
2824,FASHION DESIGN  INSTITUTE,Bharati Vidyapeeth College of Engineering,Pune,2016
2825,HARMAN  CONNECTED  SERVICES  CORPORATION  INDIA PVT. LTD.,Bharati Vidyapeeth College of Engineering,Pune,2016
2826,OPULENT,Bharati Vidyapeeth College of Engineering,Pune,2016
2827,SANCHETI  INSTITUTE FOR  ORTHOPEDICS  AND  REHABILATION,Bharati Vidyapeeth College of Engineering,Pune,2016
2828,PANDYA AND  DAUGHTERS,Bharati Vidyapeeth College of Engineering,Pune,2016
2829,SOFTTECH  ENGINEERS  PVT.LTD.,Bharati Vidyapeeth College of Engineering,Pune,2015
2830,GI STAFFING  SERVICES  PVT.LTD.,Bharati Vidyapeeth College of Engineering,Pune,2015
2831,YARDI,Bharati Vidyapeeth College of Engineering,Pune,2015
2832,TECH MAHINDRA,Bharati Vidyapeeth College of Engineering,Pune,2015
2833,"TEAMLEASE  SERVICE LTD,",Bharati Vidyapeeth College of Engineering,Pune,2015
2834,VYSHNAVI  INFORMATION  TECHNOGIES PVT.,Bharati Vidyapeeth College of Engineering,Pune,2015
2835,TEAM LEASE  SERVICE LIMITED.,Bharati Vidyapeeth College of Engineering,Pune,2015
2836,ORIENT  TECHNOLOGIES,Bharati Vidyapeeth College of Engineering,Pune,2015
2837,AMDOCS  DEVELOPMENT  CENTER INDIA  PVT. LTD.,Bharati Vidyapeeth College of Engineering,Pune,2015
2838,"ALCHEMY  TECHSOL INDIA  PVT,LTD.",Bharati Vidyapeeth College of Engineering,Pune,2015
2839,THINK APPS,Bharati Vidyapeeth College of Engineering,Pune,2015
2840,PHI EMPOWERING  BUSINESS,Bharati Vidyapeeth College of Engineering,Pune,2015
2841,ATOS,Bharati Vidyapeeth College of Engineering,Pune,2015
2842,BA CONTINUUM  INDIA PVT LTD,Bharati Vidyapeeth College of Engineering,Pune,2015
2843,CHANDUKAKA  SARAF & SONS PVT  LTD,Bharati Vidyapeeth College of Engineering,Pune,2015
2844,TIBCO,Bharati Vidyapeeth College of Engineering,Pune,2015
2845,MERAJOB,Bharati Vidyapeeth College of Engineering,Pune,2015
2846,SQS INDIA PVT LTD,Bharati Vidyapeeth College of Engineering,Pune,2015
2847,INFOSYS,Bharati Vidyapeeth College of Engineering,Pune,2015
2848,LIONBRIDGE,Bharati Vidyapeeth College of Engineering,Pune,2015
2849,RAJ,Bharati Vidyapeeth College of Engineering,Pune,2015
2850,SAVI SOFTWARE,Bharati Vidyapeeth College of Engineering,Pune,2015
2851,RAS INFORAYS  TECHONOGIES,Bharati Vidyapeeth College of Engineering,Pune,2015
2852,AUTOMATIC,Bharati Vidyapeeth College of Engineering,Pune,2015
2853,SYNTEL PVT.LTD.,Bharati Vidyapeeth College of Engineering,Pune,2015
2854,TIETO SOFTWARE  CO.,Bharati Vidyapeeth College of Engineering,Pune,2015
2855,ETERNUS  SOLUTION PVT. L.,Bharati Vidyapeeth College of Engineering,Pune,2015
2856,Morgan Stanley,Pune Institute of Computer Technology,Pune,2015
2857,Pubmatic,Pune Institute of Computer Technology,Pune,2015
2858,Ittiam,Pune Institute of Computer Technology,Pune,2015
2859,Searce,Pune Institute of Computer Technology,Pune,2015
2860,Avaya,Pune Institute of Computer Technology,Pune,2015
2861,Varian Med System,Pune Institute of Computer Technology,Pune,2015
2862,eQ Technologic,Pune Institute of Computer Technology,Pune,2015
2863,Sokrati,Pune Institute of Computer Technology,Pune,2015
2864,Symantec,Pune Institute of Computer Technology,Pune,2015
2865,Amura,Pune Institute of Computer Technology,Pune,2015
2866,Diebold,Pune Institute of Computer Technology,Pune,2015
2867,Rakuten,Pune Institute of Computer Technology,Pune,2015
2868,MuSigma,Pune Institute of Computer Technology,Pune,2015
2869,ZS Associate,Pune Institute of Computer Technology,Pune,2015
2870,IDeaS (SAS),Pune Institute of Computer Technology,Pune,2015
2871,VuClip,Pune Institute of Computer Technology,Pune,2015
2872,SAP,Pune Institute of Computer Technology,Pune,2015
2873,Imagination Tech.,Pune Institute of Computer Technology,Pune,2015
2874,ACI Payment Sys.,Pune Institute of Computer Technology,Pune,2015
2875,Webonise Lab,Pune Institute of Computer Technology,Pune,2015
2876,Yardi,Pune Institute of Computer Technology,Pune,2015
2877,Scale Arc,Pune Institute of Computer Technology,Pune,2015
2878,TCS,Pune Institute of Computer Technology,Pune,2015
2879,IBM,Pune Institute of Computer Technology,Pune,2015
2880,Accenture,Pune Institute of Computer Technology,Pune,2015
2881,L&T InfoTech,Pune Institute of Computer Technology,Pune,2015
2882,Cybage,Pune Institute of Computer Technology,Pune,2015
2883,Atos,Pune Institute of Computer Technology,Pune,2015
2884,Capegemini,Pune Institute of Computer Technology,Pune,2015
2885,iNautix,Pune Institute of Computer Technology,Pune,2015
2886,Emphasis,Pune Institute of Computer Technology,Pune,2015
2887,Sungard,Pune Institute of Computer Technology,Pune,2015
2888,Persistent,Pune Institute of Computer Technology,Pune,2015
2889,Tech Mahindra,Pune Institute of Computer Technology,Pune,2015
2890,GS Lab,Pune Institute of Computer Technology,Pune,2015
2891,Ericsson,Pune Institute of Computer Technology,Pune,2015
2892,Softtech. Engg pvt ltd,Pune Institute of Computer Technology,Pune,2015
2893,Browntape,Pune Institute of Computer Technology,Pune,2015
2894,Amdocs,Pune Institute of Computer Technology,Pune,2015
2895,SG Analytics,Pune Institute of Computer Technology,Pune,2015
2896,Ellicium,Pune Institute of Computer Technology,Pune,2015
2897,CDK Global,Pune Institute of Computer Technology,Pune,2015
2898,3DPLM,Pune Institute of Computer Technology,Pune,2015
2899,Product Dossier,Pune Institute of Computer Technology,Pune,2015
2900,Content Sphere,Pune Institute of Computer Technology,Pune,2015
2901,Bakliwal,Pune Institute of Computer Technology,Pune,2015
2902,Screen Magic,Pune Institute of Computer Technology,Pune,2015
2903,Quantigious Solution,Pune Institute of Computer Technology,Pune,2015
2904,Harbinger,Pune Institute of Computer Technology,Pune,2015
2905,Tudip,Pune Institute of Computer Technology,Pune,2015
2906,Morgan Stanley,Pune Institute of Computer Technology,Pune,2016
2907,Avaya,Pune Institute of Computer Technology,Pune,2016
2908,Thought Works,Pune Institute of Computer Technology,Pune,2016
2909,eQ Technologic,Pune Institute of Computer Technology,Pune,2016
2910,Ittiam,Pune Institute of Computer Technology,Pune,2016
2911,Symantec,Pune Institute of Computer Technology,Pune,2016
2912,CommVault,Pune Institute of Computer Technology,Pune,2016
2913,Amura,Pune Institute of Computer Technology,Pune,2016
2914,Praxify,Pune Institute of Computer Technology,Pune,2016
2915,Rakuten,Pune Institute of Computer Technology,Pune,2016
2916,ION Trading,Pune Institute of Computer Technology,Pune,2016
2917,FinIQ,Pune Institute of Computer Technology,Pune,2016
2918,FinIQ,Pune Institute of Computer Technology,Pune,2016
2919,Veritas,Pune Institute of Computer Technology,Pune,2016
2920,TechRacers,Pune Institute of Computer Technology,Pune,2016
2921,TechRacers,Pune Institute of Computer Technology,Pune,2016
2922,Yardi,Pune Institute of Computer Technology,Pune,2016
2923,HSBC,Pune Institute of Computer Technology,Pune,2016
2924,HSBC,Pune Institute of Computer Technology,Pune,2016
2925,Ubisoft,Pune Institute of Computer Technology,Pune,2016
2926,Accolite,Pune Institute of Computer Technology,Pune,2016
2927,Diamanti,Pune Institute of Computer Technology,Pune,2016
2928,ZS Associates,Pune Institute of Computer Technology,Pune,2016
2929,TCS,Pune Institute of Computer Technology,Pune,2016
2930,Accenture,Pune Institute of Computer Technology,Pune,2016
2931,iNautix,Pune Institute of Computer Technology,Pune,2016
2932,iNautix,Pune Institute of Computer Technology,Pune,2016
2933,L&T,Pune Institute of Computer Technology,Pune,2016
2934,InfoStretch,Pune Institute of Computer Technology,Pune,2016
